                                                      File1	                                                      File2	  Time1_JS	  Time2_JS	      Lon1	      Lat1	      Lon2	      Lat2	  U_vel_ms	  V_vel_ms	Speed_kmdy	  Bear_deg	 Maxcorr1	 Maxcorr2	 img1_mean	  img1_std	 img2_mean	  img2_std	img1s_mean	 img1s_std	 Per_Valid
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.92838	72.42071	-135.78781	72.36217	0.05426	-0.0745	7.96341	143.93227	0.62212	0.79455	0.0426103	0.0244912	0.0451891	0.0239343	0.0433025	0.0243925	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.94243	72.53326	-135.78781	72.47473	0.05932	-0.07449	8.22693	141.46887	0.59581	0.77803	0.0421078	0.0241348	0.0402544	0.0235741	0.0381504	0.0238689	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.94243	72.64582	-135.77376	72.58729	0.06431	-0.07448	8.50155	139.19084	0.56485	0.7079	0.0382329	0.0238437	0.0407401	0.0234985	0.0379285	0.0238414	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.95648	72.75838	-135.77376	72.68184	0.06929	-0.09739	10.32725	144.57002	0.48847	0.64815	0.0400577	0.0237184	0.0438596	0.0234931	0.0409139	0.0238088	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.95648	72.87093	-135.75969	72.7944	0.07416	-0.09738	10.57533	142.70895	0.57555	0.71117	0.0405221	0.0235433	0.0420763	0.0226937	0.0398954	0.0229869	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.97054	72.98349	-135.77376	72.90695	0.07368	-0.09738	10.55036	142.88902	0.55	0.69074	0.0400213	0.0225397	0.0447029	0.0212816	0.0420138	0.0216998	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.97054	73.09605	-135.75969	73.01951	0.07844	-0.09736	10.80252	141.14302	0.53162	0.66877	0.0412541	0.0214527	0.0444634	0.0209035	0.0411553	0.0213515	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.9846	73.2086	-135.77376	73.13206	0.07795	-0.09737	10.77624	141.32155	0.46667	0.60935	0.0402683	0.021647	0.0415235	0.020984	0.037864	0.0211242	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.9846	73.32116	-135.74564	73.23562	0.08782	-0.10879	12.07986	141.08974	0.42848	0.7131	0.0383056	0.0213052	0.0417864	0.0215451	0.0381508	0.0216992	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.9846	73.43372	-135.74564	73.34818	0.08724	-0.1088	12.04905	141.27446	0.48478	0.77931	0.0385347	0.0220054	0.0429908	0.0232247	0.0392476	0.0233716	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.99866	73.55077	-135.74564	73.46073	0.09176	-0.11451	12.67835	141.29317	0.52686	0.80416	0.0411603	0.0242941	0.0445444	0.0261278	0.0404656	0.0260485	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.99866	73.66333	-135.74564	73.57329	0.09115	-0.11451	12.64577	141.4791	0.47947	0.80914	0.040841	0.0264887	0.0480662	0.0294893	0.0441509	0.0295183	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.01271	73.77589	-135.75969	73.68584	0.09054	-0.11451	12.61309	141.66731	0.53784	0.7674	0.0451713	0.0298792	0.0475448	0.030635	0.0436814	0.0305258	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.01271	73.88845	-135.74564	73.7939	0.09496	-0.12023	13.23719	141.69904	0.53278	0.79682	0.0444425	0.0308045	0.0473827	0.0308882	0.0433441	0.0303323	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.02676	74.00101	-135.75969	73.90646	0.09432	-0.12023	13.20334	141.88675	0.54428	0.85998	0.0417792	0.0308426	0.04113	0.029955	0.0377121	0.0293318	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.04083	74.11356	-135.77376	74.01901	0.09368	-0.12024	13.16943	142.07787	0.43352	0.81331	0.0397564	0.0309541	0.0359484	0.0261044	0.0325061	0.0253891	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.04083	74.22612	-135.75969	74.12707	0.09796	-0.12595	13.78646	142.12512	0.3686	0.8106	0.0342608	0.0272583	0.034646	0.024503	0.0309798	0.0234087	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.05489	74.34318	-135.77376	74.24413	0.09725	-0.12595	13.74849	142.32773	0.37489	0.79101	0.0331165	0.0260405	0.0318804	0.0227406	0.0282259	0.0216139	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.05489	74.45573	-135.75969	74.35668	0.1014	-0.12593	13.96965	141.15823	0.38753	0.79763	0.0316352	0.0246241	0.0364025	0.0236341	0.0329232	0.0225699	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.06894	74.56829	-135.77376	74.46924	0.10068	-0.12593	13.93066	141.35782	0.50576	0.80782	0.0340018	0.0234451	0.0377873	0.0237261	0.0344325	0.0224849	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.06894	74.68085	-135.75969	74.58179	0.10474	-0.12591	14.1505	140.24568	0.55798	0.83031	0.0349688	0.0235406	0.0360799	0.023068	0.0327777	0.0219415	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.08299	74.7934	-135.77376	74.69435	0.10399	-0.12591	14.10957	140.44713	0.53426	0.82692	0.0326503	0.0228779	0.034477	0.0219743	0.0313986	0.0211053	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.08299	74.90596	-135.75969	74.80692	0.10794	-0.12588	14.3269	139.38652	0.41551	0.8002	0.0318959	0.0227029	0.0308953	0.0197901	0.0278831	0.0191723	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.09705	75.02302	-135.75969	74.91947	0.11181	-0.13159	14.91953	139.64476	0.40285	0.73343	0.0282095	0.0210803	0.0292334	0.0170836	0.0259695	0.0166743	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.11111	75.13557	-135.77376	75.03203	0.111	-0.13159	14.87433	139.85179	0.34937	0.76491	0.0274363	0.0195426	0.0316745	0.0170987	0.0283419	0.0167747	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.11111	75.24814	-135.77376	75.14008	0.11022	-0.13734	15.21457	141.25166	0.44503	0.78689	0.0304183	0.0196737	0.0329636	0.0168227	0.02953	0.0163719	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-136.12517	75.36069	-135.78781	75.24814	0.10944	-0.14307	15.56319	142.5882	0.45506	0.58659	0.0322654	0.0194464	0.0288003	0.0195328	0.0306751	0.0155743	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.54884	71.85792	-135.42233	71.8264	0.05026	-0.04009	5.5549	128.57837	0.53136	0.60024	0.0361879	0.0231882	0.0363917	0.0246941	0.0363696	0.0233813	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.54884	71.97047	-135.42233	71.91645	0.05002	-0.06877	7.34708	143.96909	0.51213	0.69181	0.0378518	0.0244418	0.0385342	0.0235528	0.034772	0.0232256	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.54884	72.08303	-135.42233	72.02451	0.04973	-0.0745	7.73935	146.27617	0.57208	0.79494	0.0370952	0.0240433	0.0403965	0.0238703	0.0373791	0.0239464	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.54884	72.19559	-135.42233	72.13706	0.04943	-0.0745	7.72488	146.43733	0.63371	0.80781	0.0403996	0.0249097	0.0437845	0.0246247	0.0410311	0.0248741	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.5629	72.30814	-135.42233	72.24962	0.05459	-0.07449	7.97945	143.76303	0.6397	0.80069	0.0422841	0.0248457	0.0442552	0.0244028	0.0415019	0.0247231	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.5629	72.42071	-135.42233	72.36217	0.05426	-0.0745	7.96314	143.935	0.5886	0.74406	0.0421611	0.0242586	0.046462	0.0237559	0.0439072	0.0241224	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.5629	72.53326	-135.40828	72.47023	0.05933	-0.08022	8.62085	143.51308	0.52276	0.72817	0.0422998	0.0239099	0.0415124	0.0237628	0.0388404	0.0239419	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.5629	72.64582	-135.39423	72.57829	0.06433	-0.08595	9.27563	143.1842	0.55407	0.66455	0.0386581	0.0237638	0.0407292	0.0231952	0.038108	0.0234434	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.57697	72.75838	-135.39423	72.68184	0.0693	-0.09739	10.32752	144.5679	0.56402	0.72036	0.0388241	0.0235501	0.0434415	0.0229594	0.0409078	0.0233632	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.57697	72.87093	-135.38017	72.7944	0.07416	-0.09738	10.57538	142.70856	0.6123	0.78825	0.0402367	0.0235615	0.0410286	0.0222408	0.0392495	0.0228016	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.57697	72.98349	-135.38017	72.90695	0.07369	-0.09738	10.55078	142.88434	0.5988	0.76229	0.0393173	0.0230694	0.0437666	0.0211643	0.0418405	0.0219362	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.57697	73.09605	-135.36612	73.01951	0.07844	-0.09736	10.80261	141.14085	0.53834	0.69872	0.0417044	0.0222788	0.0440879	0.0207382	0.0416393	0.0215389	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.59102	73.2131	-135.38017	73.13657	0.07792	-0.09736	10.77431	141.33122	0.44254	0.61492	0.0404545	0.0219892	0.0419884	0.020793	0.0393863	0.0215129	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.59102	73.32566	-135.36612	73.24012	0.08261	-0.10881	11.80403	142.79311	0.45542	0.65713	0.0384949	0.0215525	0.0419942	0.0211015	0.0392593	0.0217842	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.59102	73.43822	-135.35205	73.34818	0.08723	-0.11453	12.4389	142.70522	0.51869	0.76719	0.0398021	0.0221427	0.0442411	0.022699	0.0413812	0.0234805	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.60507	73.55077	-135.35205	73.46073	0.09176	-0.11451	12.67841	141.29283	0.55041	0.7783	0.0419661	0.0242034	0.0450297	0.0255009	0.0418441	0.0260238	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.60507	73.66333	-135.35205	73.57329	0.09115	-0.11451	12.64571	141.47943	0.42433	0.74802	0.0432965	0.0268756	0.049087	0.0289242	0.046221	0.0295196	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.60507	73.77589	-135.338	73.67684	0.09563	-0.12596	13.66403	142.79407	0.51875	0.75649	0.0483808	0.0301211	0.0488949	0.0303318	0.0462815	0.0309153	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.60507	73.88845	-135.338	73.7894	0.09499	-0.12597	13.63111	142.9819	0.53217	0.81767	0.0472329	0.0314164	0.0461915	0.0312216	0.0428936	0.0312997	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.61913	74.00101	-135.35205	73.90195	0.09435	-0.12597	13.59788	143.1667	0.52892	0.8544	0.0442759	0.0318509	0.0442684	0.0320733	0.041233	0.0320613	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.61913	74.11806	-135.338	74.01451	0.09864	-0.13168	14.21529	143.16373	0.48873	0.84276	0.0442589	0.0325374	0.0389304	0.0291979	0.0355066	0.0286752	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.61913	74.23062	-135.338	74.12707	0.09796	-0.13169	14.18062	143.35367	0.53625	0.86671	0.0376171	0.0294701	0.0380518	0.0283481	0.0347751	0.0278145	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.63318	74.34318	-135.35205	74.23962	0.09728	-0.13169	14.14542	143.54576	0.54686	0.86427	0.0379811	0.0291057	0.0365315	0.0270777	0.0331194	0.0263725	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.63318	74.45573	-135.338	74.35218	0.10143	-0.13167	14.36037	142.39041	0.40795	0.87171	0.0359482	0.0280354	0.037742	0.0250586	0.0343773	0.0241707	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.63318	74.56829	-135.338	74.46474	0.10072	-0.13167	14.32295	142.58517	0.56384	0.86424	0.0353487	0.0247871	0.0394634	0.0253474	0.0358577	0.0242852	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.64725	74.68085	-135.338	74.57729	0.10478	-0.13164	14.53679	141.48376	0.60785	0.87623	0.0358834	0.0250296	0.0369315	0.0246625	0.0333735	0.023468	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.64725	74.7979	-135.338	74.69435	0.104	-0.13165	14.49545	141.69191	0.58663	0.86019	0.0341223	0.0247889	0.0369596	0.0246693	0.0334435	0.0236642	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.64725	74.91046	-135.32394	74.80692	0.10794	-0.13161	14.70672	140.64322	0.50905	0.85999	0.0347352	0.0247391	0.0335618	0.0238417	0.0299466	0.0227895	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.6613	75.02302	-135.338	74.91496	0.1072	-0.13736	15.05435	142.03012	0.50401	0.81046	0.0318614	0.0245913	0.0320404	0.0217843	0.0284257	0.0209625	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.6613	75.13557	-135.32394	75.02753	0.11104	-0.13733	15.25883	141.04224	0.52091	0.82155	0.0303147	0.0233768	0.034486	0.0213755	0.0311054	0.0207453	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.67535	75.24814	-135.338	75.14008	0.11022	-0.13733	15.21437	141.25148	0.46106	0.73899	0.0306801	0.0221324	0.0348688	0.0214353	0.032933	0.0205709	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	71.74536	-135.07092	71.71384	0.04495	-0.04011	5.20521	131.73834	0.63227	0.70577	0.0328273	0.0214484	0.0289784	0.0254882	0.0335383	0.0217088	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	71.85792	-135.05687	71.8219	0.05028	-0.04583	5.87804	132.34935	0.63293	0.70564	0.0382568	0.024049	0.038908	0.024473	0.0380316	0.0242705	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	71.97047	-135.05687	71.93446	0.04998	-0.04583	5.85896	132.52219	0.6061	0.64454	0.0407311	0.0260563	0.0424315	0.024929	0.0398048	0.0255585	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	72.08303	-135.05687	72.02901	0.04973	-0.06877	7.33219	144.12941	0.52355	0.65877	0.0429768	0.0261819	0.0457105	0.0249541	0.0432236	0.0259459	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	72.19559	-135.05687	72.13706	0.04944	-0.0745	7.72519	146.43384	0.53817	0.68133	0.0456073	0.0262153	0.0475611	0.025171	0.0446606	0.0260349	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	72.30814	-135.05687	72.24962	0.04914	-0.07451	7.71119	146.59596	0.53622	0.6782	0.0451593	0.0257315	0.0465408	0.0246597	0.0435201	0.0251049	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	72.42071	-135.04282	72.36217	0.05426	-0.0745	7.96314	143.935	0.52805	0.67685	0.0439287	0.0242558	0.0450509	0.0235527	0.0419163	0.0239034	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	72.53326	-135.02875	72.46573	0.05935	-0.08596	9.02497	145.37668	0.52773	0.679	0.0415222	0.023379	0.0413809	0.0231524	0.0383207	0.0232581	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	72.64582	-135.01469	72.57378	0.06436	-0.09168	9.67774	144.9305	0.58189	0.68639	0.0389932	0.0230044	0.0408652	0.0230076	0.038017	0.0232654	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.18338	72.75838	-135.00064	72.68184	0.0693	-0.09739	10.32779	144.56578	0.58377	0.75947	0.0386844	0.0232973	0.0414466	0.0230271	0.0390853	0.0235886	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.19743	72.87093	-135.01469	72.7944	0.06887	-0.09739	10.30621	144.73476	0.56963	0.7705	0.0387711	0.0235682	0.0414556	0.0228271	0.0394492	0.023597	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.19743	72.98799	-135.00064	72.91145	0.07368	-0.09738	10.55012	142.88737	0.57336	0.75425	0.0397521	0.0238384	0.0434603	0.022224	0.0417248	0.0232769	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.19743	73.10055	-134.98659	73.01951	0.07845	-0.1031	11.19328	142.73143	0.49434	0.7038	0.0426105	0.0238215	0.0436825	0.0217555	0.0416932	0.0227621	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.19743	73.2131	-134.98659	73.13206	0.07795	-0.1031	11.16678	142.90889	0.47476	0.6632	0.0435131	0.0238051	0.0432162	0.0217559	0.0410708	0.0228838	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.19743	73.32566	-134.97253	73.24012	0.08262	-0.10881	11.80475	142.79004	0.45664	0.67114	0.0445728	0.0234342	0.0438447	0.0218875	0.0418323	0.0231433	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.19743	73.43822	-134.95847	73.34818	0.08724	-0.11453	12.43956	142.70264	0.44194	0.71976	0.0459575	0.0237499	0.0456672	0.0229172	0.0436391	0.0242137	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-135.19743	73.55077	-134.95847	73.46073	0.08667	-0.11453	12.40956	142.88489	0.39355	0.67125	0.0475442	0.0256286	0.0472322	0.025926	0.0453378	0.0273973	99.034
